,Name,Price,Cuisine,Award,City,Country,Price Level,City Population,,PERCANTAGE OF AWARDS,,,PERCENTAGE OF PRICE LEVEL,
1290,Zur Post,€,Modern Cuisine,1,Saint Vith,Belgium,3,,,,,,,
1291,Bistrot du Nord,€,Traditional Cuisine,1,Antwerpen,Belgium,3,529247,,,,,,
1292,Le Pristine,€,Italian Contemporary,1,Antwerpen,Belgium,4,529247,,,,,,
1293,Hof Ter Hulst,€,Classic Cuisine,1,Hulshout,Belgium,3,3447,,,,,,
1294,Fleur de Lin,€,Modern Cuisine,1,Zele,Belgium,3,20236,,,,,,
1295,EED,€,Modern Cuisine,1,Leuven,Belgium,4,101032,,,,,,
1296,'t Stoveke,€,Modern Cuisine,1,Strombeek-Bever,Belgium,3,13727,,,,,,
1297,Zet'Joe by Geert Van Hecke,€,Creative French,1,Brugge,Belgium,4,118509,,,,,,
1298,Centpourcent,€,Modern Cuisine,1,Sint-Katelijne-Waver,Belgium,3,19487,,,,,,
1299,'t Korennaer,€,Modern Cuisine,1,Nieuwkerken-Waas,Belgium,3,6082,,,,,,
1300,Les Gourmands,€,Classic Cuisine,1,Blaregnies,Belgium,3,,,,,,,
1301,De Kristalijn,€,Modern Cuisine,1,Genk,Belgium,4,63666,,,,,,
1302,De Pastorie,€,Modern Cuisine,1,Lichtaart,Belgium,4,6212,,,,,,
1303,De Bakermat,€,Modern French,1,Ninove,Belgium,4,34795,,,,,,
1304,Nathan,€,Modern French,1,Antwerpen,Belgium,4,529247,,,,,,
1305,La Belle,€,Creative French,1,Geel,Belgium,3,34697,,,,,,
1306,Hostellerie Gilain,€,Modern French,1,Sorinnes,Belgium,4,,,,,,,
1307,Philippe Meyers,€,Modern French,1,Braine-l'Alleud,Belgium,3,37512,,,,,,
1308,Bistro Racine,€,Modern Cuisine,1,Braine-le-Ch√¢teau,Belgium,2,9627,,,,,,
1309,Sir Kwinten,€,Modern Cuisine,1,Sint-Kwintens-Lennik,Belgium,3,5856,,,,,,
1310,Publiek,€,Modern Cuisine,1,Gent,Belgium,3,265086,,,,,,
1311,"Cuines,33",€,Creative,1,Knokke,Belgium,4,14449,,,,,,
1312,La Distillerie,€,Creative,1,Bourglinster,Luxembourg,4,,,,,,,
1313,Carcasse,€,Meats and Grills,1,Sint-Idesbald,Belgium,4,,,,,,,
1314,Alter,€,Creative,1,Tongeren,Belgium,4,29816,,,,,,
1315,Horseele,€,Creative French,1,Gent,Belgium,4,265086,,,,,,
1316,Omar Dhiab,€,Modern Cuisine,1,Paris,France,4,5073,,,,,,
1317,Ressources,€,Modern Cuisine,1,Bordeaux,France,3,260958,,,,,,
1318,de:ja,€,Modern Cuisine,1,Strasbourg,France,4,274845,,,,,,
1319,Pure & V,€,Modern Cuisine,1,Nice,France,4,2731,,,,,,
1320,L‚Äô√âpicurien - Abbaye de Villeneuve,€,Modern Cuisine,1,Les Sorini√®res,France,3,6698,,,,,,
1321,≈årtensia,€,Modern Cuisine,1,Paris,France,4,5073,,,,,,
1322,Les Cadets,€,Modern Cuisine,1,Nantes,France,3,318808,,,,,,
1323,Le Pavillon - H√¥tel Westminster,€,Creative,1,Le Touquet-Paris-Plage,France,4,5696,,,,,,
1324,La Dame de Pic - Le 1920,€,Creative,1,Meg√®ve,France,4,5129,,,,,,
1325,La Mare aux Oiseaux,€,Creative,1,Saint-Joachim,France,4,4087,,,,,,
1326,Couleurs de Shimatani,€,Fusion,1,La Ciotat,France,3,33113,,,,,,
1327,Ochre,€,Modern Cuisine,1,Rueil-Malmaison,France,4,76616,,,,,,
1328,L'Empreinte,€,Modern Cuisine,1,Buxy,France,3,2171,,,,,,
1329,Aum√¨,€,Modern Cuisine,1,Puymoyen,France,2,2582,,,,,,
1330,Mallory Gabsi,€,Modern Cuisine,1,Paris,France,3,5073,,,,,,
1331,Le Clocher des P√®res,€,Creative,1,Saint-Martin-sur-la-Chambre,France,3,,,,,,,
1332,Enfin,€,Modern Cuisine,1,Barr,France,3,6343,,,,,,
1333,L'Auberge de Saint-R√©my-de-Provence - Fanny Rey & Jonathan Wahid,€,Modern Cuisine,1,Saint-R√©my-de-Provence,France,4,10562,,,,,,
1334,Le Ka√Øku,€,Modern Cuisine,1,Saint-Jean-de-Luz,France,3,14514,,,,,,
1335,Les C√®dres,€,Classic Cuisine,1,Granges-les-Beaumont,France,4,,,,,,,
1336,La Vieille Tour,€,Modern Cuisine,1,Pl√©rin,France,3,13860,,,,,,
1337,Le Saint Placide,€,Creative,1,Saint-Malo,France,3,50676,,,,,,
1338,Bellefeuille - Saint James Paris,€,Creative,1,Paris,France,4,5073,,,,,,
1339,L'Archeste,€,Modern Cuisine,1,Paris,France,4,5073,,,,,,
1340,La Sc√®ne Th√©l√®me,€,Modern Cuisine,1,Paris,France,3,5073,,,,,,
1341,Le Passe Temps,€,Creative,1,Lyon,France,3,522969,,,,,,
1342,Pierre,€,Classic Cuisine,1,M√¢con,France,3,35484,,,,,,
1343,L'Odas,€,Creative,1,Rouen,France,3,234475,,,,,,
1344,Grand H√¥tel du Lion d'Or,€,Modern Cuisine,1,Romorantin-Lanthenay,France,4,19953,,,,,,
1345,Le Grand Cerf,€,Classic Cuisine,1,Montchenot,France,4,,,,,,,
1346,Ima,€,Creative,1,Rennes,France,4,220488,,,,,,
1347,Roz√≥,€,Modern Cuisine,1,Marcq-en-Bar≈ìul,France,3,38629,,,,,,
1348,Rouge,€,Creative,1,N√Æmes,France,4,148236,,,,,,
1349,La Table des P√®res - Domaine du Ch√¢teau des P√®res,€,Creative,1,Pir√©-Chanc√©,France,3,,,,,,,
1350,Arborescence,€,Creative,1,Croix,France,3,21361,,,,,,
1351,Ezia,€,Modern Cuisine,1,Montlivault,France,3,1250,,,,,,
1352,Ch√¢teau d'Origny,€,Modern Cuisine,1,Ouches,France,3,1143,,,,,,
1353,Villa9Trois,€,Modern Cuisine,1,Montreuil,France,3,111240,,,,,,
1354,St√©phane Tourni√© - Les Jardins de l'Op√©ra,€,Modern Cuisine,1,Toulouse,France,3,493465,,,,,,
1355,Le Fantin Latour - St√©phane Froidevaux,€,Creative,1,Grenoble,France,4,158552,,,,,,
1356,Clos du C√®dre,€,Modern Cuisine,1,Beaune,France,4,24162,,,,,,
1357,Briketenia,€,Modern Cuisine,1,Gu√©thary,France,3,1370,,,,,,
1358,Le Mas Bottero,€,Modern Cuisine,1,Saint-Cannat,France,3,4879,,,,,,
1359,Le Moulin de la Gorce,€,Classic Cuisine,1,La Roche-l'Abeille,France,4,,,,,,,
1360,Restaurant de la Loire,€,Modern Cuisine,1,Pouilly-sous-Charlieu,France,3,2782,,,,,,
1361,La Table du 11,€,Modern Cuisine,1,Versailles,France,4,85416,,,,,,
1362,Les Loges,€,Modern Cuisine,1,Lyon,France,4,522969,,,,,,
1363,Le Verbois,€,Modern Cuisine,1,Chantilly,France,4,23039,,,,,,
1364,L'Axel,€,Modern Cuisine,1,Fontainebleau,France,4,19717,,,,,,
1365,La Table de Patrick Raingeard,€,Modern Cuisine,1,√àze-Bord-de-Mer,France,4,,,,,,,
1366,La Marande,€,Modern Cuisine,1,Montbellet,France,3,,,,,,,
1367,La Pomme d'Api,€,Creative,1,Saint-Pol-de-L√©on,France,4,7627,,,,,,
1368,Le Panoramique - Domaine de la Corniche,€,Modern Cuisine,1,Rolleboise,France,3,,,,,,,
1369,Le S√©rac,€,Modern Cuisine,1,Saint-Gervais-les-Bains,France,3,5882,,,,,,
1370,Les Trois Soleils de Montal,€,Modern Cuisine,1,Saint-C√©r√©,France,3,3887,,,,,,
1371,L'Arcane,€,Modern Cuisine,1,Paris,France,4,5073,,,,,,
1372,Maison Ronan Kervarrec,€,Modern Cuisine,1,Saint-Gr√©goire,France,4,8058,,,,,,
1373,Astrance,€,Creative,1,Paris,France,4,5073,,,,,,
1374,Le Bon Accueil,€,Modern Cuisine,1,Malbuisson,France,3,,,,,,,
1375,Le Village Tomohiro,€,Modern Cuisine,1,Marly-le-Roi,France,3,17404,,,,,,
1376,Jacques Faussat,€,Traditional Cuisine,1,Paris,France,3,5073,,,,,,
1377,Auberge du Pont d'Acign√©,€,Modern Cuisine,1,Noyal-sur-Vilaine,France,3,4823,,,,,,
1378,Le Quincangrogne,€,Modern Cuisine,1,Dampmart,France,3,3009,,,,,,
1379,L'Or Q'id√©e,€,Modern Cuisine,1,Pontoise,France,4,30290,,,,,,
1380,Albert 1er,€,Modern Cuisine,1,Chamonix-Mont-Blanc,France,4,10614,,,,,,
1381,Le 1862 - Les Glycines,€,Modern Cuisine,1,Les Eyzies-de-Tayac-Sireuil,France,4,,,,,,,
1382,Auberge de la Mine,€,Modern Cuisine,1,La Ferri√®re-aux-√âtangs,France,3,1694,,,,,,
1383,Le Hittau,€,Modern Cuisine,1,Saint-Vincent-de-Tyrosse,France,3,5898,,,,,,
1384,L'Aquarelle,€,Creative,1,Breuillet,France,3,7755,,,,,,
1385,La Table de C√©dric B√©chade - L'Auberge Basque,€,Creative,1,Saint-P√©e-sur-Nivelle,France,4,4682,,,,,,
1386,Le Gindreau,€,Creative,1,Saint-M√©dard,France,4,,,,,,,
1387,Logis de la Cad√®ne,€,Modern Cuisine,1,Saint-Emilion,France,4,,,,,,,
1388,Fr√©d√©ric Simonin,€,Modern Cuisine,1,Paris,France,4,5073,,,,,,
1389,Au Vieux Couvent,€,Creative,1,Rhinau,France,4,2485,,,,,,
1390,Le Gourmet de S√®ze,€,Classic Cuisine,1,Lyon,France,3,522969,,,,,,
1391,L'Auberge de Bagatelle,€,Modern Cuisine,1,Le Mans,France,3,144515,,,,,,
1392,Au 14 F√©vrier,€,Creative,1,Lyon,France,4,522969,,,,,,
1393,La Table d'H√¥tes - La R√¥tisserie du Chambertin,€,Modern Cuisine,1,Gevrey-Chambertin,France,4,3356,,,,,,
1394,La Licorne Royale,€,Modern Cuisine,1,Lyons-la-For√™t,France,4,,,,,,,
1395,Maison Ruffet - Villa Navarre,€,Modern Cuisine,1,Pau,France,4,299,,,,,,
1396,T√™tedoie,€,Creative,1,Lyon,France,4,522969,,,,,,
1397,Ch√¢teau du Mont Joly,€,Modern Cuisine,1,Sampans,France,4,,,,,,,
1398,√î Flaveurs,€,Modern Cuisine,1,Douvaine,France,4,4278,,,,,,
1399,La Chaumi√®re,€,Creative,1,Dole,France,4,25878,,,,,,
1400,La Rotonde des Tr√©soms,€,Modern Cuisine,1,Annecy,France,3,49232,,,,,,
1401,√Ä Contre Sens,€,Modern Cuisine,1,Caen,France,3,110624,,,,,,
1402,Jean-Marc P√©rochon,€,Modern Cuisine,1,Bretignolles-sur-Mer,France,3,3293,,,,,,
1403,Maison Tiegezh,€,Modern Cuisine,1,Guer,France,3,6308,,,,,,
1404,La Grande Cascade,€,Modern Cuisine,1,Paris,France,4,5073,,,,,,
1405,Maximin Hellio,€,Modern Cuisine,1,Deauville,France,4,4677,,,,,,
1406,Le Prieur√©,€,Modern Cuisine,1,Ambierle,France,3,1767,,,,,,
1407,Le Saint-Est√®ve,€,Modern Cuisine,1,Le Tholonet,France,4,2383,,,,,,
1408,Les Gen√™ts,€,Creative,1,Brem-sur-Mer,France,3,,,,,,,
1409,Nicolas Carro - H√¥tel de Carantec,€,Modern Cuisine,1,Carantec,France,4,2904,,,,,,
1410,Nomicos,€,Modern Cuisine,1,Paris,France,4,5073,,,,,,
1411,Neige d'√ât√©,€,Creative,1,Paris,France,4,5073,,,,,,
1412,Le Chiberta,€,Modern Cuisine,1,Paris,France,4,5073,,,,,,
1413,Sushi B,€,Japanese,1,Paris,France,4,5073,,,,,,
1414,Shang Palace,€,Chinese,1,Paris,France,4,5073,,,,,,
1415,Saisons,€,Modern Cuisine,1,√âcully,France,4,19437,,,,,,
1416,Le Li√®vre Gourmand,€,Creative,1,Orl√©ans,France,3,116269,,,,,,
1417,L'O des Vignes,€,Modern Cuisine,1,Fuiss√©,France,3,,,,,,,
1418,Ch√¢teau Eza,€,Modern Cuisine,1,√àze,France,4,2610,,,,,,
1419,Toya,€,Creative,1,Faulquemont,France,4,5553,,,,,,
1420,Pages,€,Creative,1,Paris,France,4,5073,,,,,,
1421,Le Chiquito,€,Classic Cuisine,1,M√©ry-sur-Oise,France,3,9490,,,,,,
1422,Racines,€,Modern Cuisine,1,Rennes,France,3,220488,,,,,,
1423,Prairial,€,Modern Cuisine,1,Lyon,France,3,522969,,,,,,
1424,Le Jardin des Plumes,€,Creative,1,Giverny,France,4,,,,,,,
1425,L'Oustalet,€,Modern Cuisine,1,Gigondas,France,3,,,,,,,
1426,La Petite Maison de Cucuron,€,Classic Cuisine,1,Cucuron,France,3,1927,,,,,,
1427,Le Pourquoi Pas,€,Modern Cuisine,1,Dinard,France,3,11993,,,,,,
1428,Le Figuier de Saint-Esprit,€,Proven√ßal,1,Antibes,France,4,76393,,,,,,
1429,La Closerie,€,Traditional Cuisine,1,Ansouis,France,3,1114,,,,,,
1430,Micka√´l F√©val,€,Modern Cuisine,1,Aix-en-Provence,France,3,146821,,,,,,
1431,Ren√©' Sens,€,Traditional Cuisine,1,La Cadi√®re-d'Azur,France,3,,,,,,,
1432,En Pleine Nature,€,Modern Cuisine,1,Quint-Fonsegrives,France,3,,,,,,,
1433,La Gouesni√®re - Maison Tirel-Gu√©rin,€,Modern Cuisine,1,Saint-M√©loir-des-Ondes,France,3,3289,,,,,,
1434,Les Ducs de Lorraine,€,Modern Cuisine,1,Epinal,France,4,,,,,,,
1435,La Palmeraie - Ch√¢teau de Valmer,€,Modern Cuisine,1,La Croix-Valmer,France,4,3050,,,,,,
1436,Le Relais des Moines,€,Modern Cuisine,1,Les Arcs,France,3,5910,,,,,,
1437,Le Belv√©d√®re,€,Modern Cuisine,1,Bozouls,France,3,2429,,,,,,
1438,L'Apart√©,€,Modern Cuisine,1,Montrab√©,France,3,3608,,,,,,
1439,Le Donjon - Domaine Saint-Clair,€,Modern Cuisine,1,Etretat,France,3,,,,,,,
1440,A Casa di M√†,€,Modern Cuisine,1,Lumio,France,4,1008,,,,,,
1441,La Renaissance,€,Modern Cuisine,1,Argentan,France,3,18230,,,,,,
1442,Les P√™cheurs,€,Mediterranean Cuisine,1,Antibes,France,4,76393,,,,,,
1443,Restaurant Julien Binz,€,Modern Cuisine,1,Ammerschwihr,France,4,2009,,,,,,
1444,Les Terrasses de Lyon,€,Modern Cuisine,1,Lyon,France,4,522969,,,,,,
1445,Fontevraud Le Restaurant,€,Creative,1,Fontevraud-l'Abbaye,France,3,1497,,,,,,
1446,La Table de la Mainaz,€,Modern Cuisine,1,Gex,France,4,9177,,,,,,
1447,Auberge de la Brie,€,Modern Cuisine,1,Couilly-Pont-aux-Dames,France,3,2033,,,,,,
1448,Origine,€,Modern Cuisine,1,Dijon,France,3,158002,,,,,,
1449,Le Moulin de l'Abbaye,€,Modern Cuisine,1,Brant√¥me,France,4,2150,,,,,,
1450,√î Saveurs,€,Modern Cuisine,1,Rouffiac-Tolosan,France,3,1590,,,,,,
1451,Umami,€,Creative,1,Strasbourg,France,3,274845,,,,,,
1452,Atmosph√®res,€,Creative,1,Le Bourget-du-Lac,France,4,4263,,,,,,
1453,Le Far√ßon,€,Modern Cuisine,1,Courchevel,France,3,1700,,,,,,
1454,Le P'tit Polyte,€,Modern Cuisine,1,Les Deux-Alpes,France,4,,,,,,,
1455,Nakatani,€,Modern Cuisine,1,Paris,France,4,5073,,,,,,
1456,Au Gourmet,€,Modern Cuisine,1,Drusenheim,France,3,4966,,,,,,
1457,La Chassagnette,€,Creative,1,Le Sambuc,France,4,,,,,,,
1458,La Gourmandi√®re - La Table d'Olivier,€,Modern Cuisine,1,Vannes,France,3,54020,,,,,,
1459,Le Haut-Allier,€,Modern Cuisine,1,Alleyras,France,3,,,,,,,
1460,La Barbacane,€,Classic Cuisine,1,Carcassonne,France,3,49600,,,,,,
1461,Ivan Vautier,€,Modern Cuisine,1,Caen,France,3,110624,,,,,,
1462,Septime,€,Modern Cuisine,1,Paris,France,4,5073,,,,,,
1463,Pur' - Jean-Fran√ßois Rouquette,€,Creative,1,Paris,France,4,5073,,,,,,
1464,L'Ar√¥me,€,Modern Cuisine,1,Paris,France,4,5073,,,,,,
1465,Le Clair de la Plume,€,Modern Cuisine,1,Grignan,France,4,1443,,,,,,
1466,Les Fresques - H√¥tel Royal,€,Modern Cuisine,1,√âvian-les-Bains,France,4,8207,,,,,,
1467,Auberge du Cep,€,Modern Cuisine,1,Fleurie,France,3,1266,,,,,,
1468,Ch√¢teau de Courban,€,Modern Cuisine,1,Courban,France,4,,,,,,,
1469,Loiseau des Ducs,€,Modern Cuisine,1,Dijon,France,4,158002,,,,,,
1470,La Table Breizh Caf√©,€,Modern Cuisine,1,Cancale,France,4,5751,,,,,,
1471,Auberge de l'Abbaye,€,Modern Cuisine,1,Ambronay,France,3,2238,,,,,,
1472,Le Puits du Tr√©sor,€,Modern Cuisine,1,Lastours,France,3,,,,,,,
1473,Le Du√®ze - Ch√¢teau de Mercu√®s,€,Modern Cuisine,1,Mercu√®s,France,4,,,,,,,
1474,C√¥t√© Cuisine,€,Modern Cuisine,1,Carnac,France,3,4777,,,,,,
1475,La Condesa,€,Creative,1,Paris,France,4,5073,,,,,,
1476,Comice,€,Modern Cuisine,1,Paris,France,4,5073,,,,,,
1477,Qui Plume la Lune,€,Modern Cuisine,1,Paris,France,4,5073,,,,,,
1478,L'Orangerie,€,Modern Cuisine,1,Paris,France,4,5073,,,,,,
1479,Le George,€,Italian,1,Paris,France,4,5073,,,,,,
1480,Helen,€,Seafood,1,Paris,France,4,5073,,,,,,
1481,Lucas Carton,€,Modern Cuisine,1,Paris,France,4,5073,,,,,,
1482,Le Colombier,€,Modern Cuisine,1,Offranville,France,3,3840,,,,,,
1483,Auberge de la Charme,€,Creative,1,Prenois,France,3,,,,,,,
1484,Ch√¢teau de Pray,€,Modern Cuisine,1,Amboise,France,3,12685,,,,,,
1485,L'Esquisse,€,Modern Cuisine,1,Annecy,France,3,49232,,,,,,
1486,Pierre Reboul,€,Creative,1,Aix-en-Provence,France,4,146821,,,,,,
1487,Apicius,€,Modern Cuisine,1,Paris,France,4,5073,,,,,,
1488,Restaurant H,€,Creative,1,Paris,France,3,5073,,,,,,
1489,La Table d'Olivier,€,Modern Cuisine,1,Brive-la-Gaillarde,France,3,53466,,,,,,
1490,L'√âmulsion,€,Modern Cuisine,1,Saint-Alban-de-Roche,France,3,1855,,,,,,
1491,ASPIC,€,Modern Cuisine,1,Paris,France,4,5073,,,,,,
1492,Ze Kitchen Galerie,€,Creative,1,Paris,France,4,5073,,,,,,
1493,Alan Geaam,€,Creative,1,Paris,France,4,5073,,,,,,
1494,Relais Louis XIII,€,Classic Cuisine,1,Paris,France,4,5073,,,,,,
1495,Yoshinori,€,Modern Cuisine,1,Paris,France,4,5073,,,,,,
1496,Armani Ristorante,€,Italian,1,Paris,France,4,5073,,,,,,
1497,Le Jardin de Berne,€,Modern Cuisine,1,Lorgues,France,4,8237,,,,,,
1498,La Table - H√¥tel Clarance,€,Modern Cuisine,1,Lille,France,4,15466,,,,,,
1499,Au 14 F√©vrier,€,Modern Cuisine,1,Saint-Valentin,France,4,,,,,,,
1500,Le Grand Cap,€,Modern Cuisine,1,Leucate,France,3,3539,,,,,,
1501,L'Atelier Yssoirien,€,Creative,1,Issoire,France,3,15984,,,,,,
1502,La Passag√®re - H√¥tel Belles Rives,€,Creative,1,Juan-les-Pins,France,4,,,,,,,
1503,Hostellerie la Montagne,€,Modern Cuisine,1,Colombey-les-Deux-√âglises,France,3,,,,,,,
1504,Alain Llorca,€,Proven√ßal,1,La Colle-sur-Loup,France,4,6987,,,,,,
1505,La Bonne √âtape,€,Proven√ßal,1,Ch√¢teau-Arnoux-Saint-Auban,France,4,,,,,,,
1506,Ed.Em,€,Modern Cuisine,1,Chassagne-Montrachet,France,4,,,,,,,
1507,Ch√¢teau de Vault-de-Lugny,€,Modern Cuisine,1,Vault-de-Lugny,France,4,,,,,,,
1508,Le Saint-James,€,Modern Cuisine,1,Bouliac,France,4,3558,,,,,,
1509,L'Oiseau Bleu,€,Modern Cuisine,1,Bordeaux,France,3,260958,,,,,,
1510,Le Val d'Auge,€,Modern Cuisine,1,Bondues,France,3,11285,,,,,,
1511,Alch√©mille,€,Creative,1,Kaysersberg,France,4,2815,,,,,,
1512,La Table de Nans,€,Mediterranean Cuisine,1,La Ciotat,France,3,33113,,,,,,
1513,Hostellerie de la Pointe Saint-Mathieu,€,Modern Cuisine,1,Plougonvelin,France,3,3009,,,,,,
1514,Le Patio,€,Modern Cuisine,1,Arcachon,France,3,12321,,,,,,
1515,Les Climats,€,Modern Cuisine,1,Paris,France,4,5073,,,,,,
1516,Granit - La M√©canique des Fr√®res Bonano,€,Modern Cuisine,1,Colombi√®res-sur-Orb,France,3,,,,,,,
1517,Sol√©na,€,Modern Cuisine,1,Bordeaux,France,4,260958,,,,,,
1518,L'Aupiho - Domaine de Manville,€,Modern Cuisine,1,Les Baux-de-Provence,France,4,,,,,,,
1519,Lamartine,€,Modern Cuisine,1,Le Bourget-du-Lac,France,3,4263,,,,,,
1520,Louis,€,Modern Cuisine,1,Paris,France,4,5073,,,,,,
1521,Quinsou,€,Creative,1,Paris,France,4,5073,,,,,,
1522,Pertinence,€,Modern Cuisine,1,Paris,France,4,5073,,,,,,
1523,Frenchie,€,Modern Cuisine,1,Paris,France,4,5073,,,,,,
1524,Benoit,€,Classic Cuisine,1,Paris,France,3,5073,,,,,,
1525,La Dame de Pic,€,Creative,1,Paris,France,4,5073,,,,,,
1526,L'√âcrin,€,Creative,1,Paris,France,4,5073,,,,,,
1527,"114, Faubourg",€,Modern Cuisine,1,Paris,France,4,5073,,,,,,
1528,ERH,€,Modern Cuisine,1,Paris,France,4,5073,,,,,,
1529,L'Atelier de Jo√´l Robuchon - √âtoile,€,Creative,1,Paris,France,4,5073,,,,,,
1530,Le Jules Verne,€,Modern Cuisine,1,Paris,France,4,5073,,,,,,
1531,Alliance,€,Modern Cuisine,1,Paris,France,4,5073,,,,,,
1532,Chez Mich√®le,€,Modern Cuisine,1,Languimberg,France,3,,,,,,,
1533,Le Vivier,€,Modern Cuisine,1,L'Isle-sur-la-Sorgue,France,3,16968,,,,,,
1534,Ch√¢teau Blanchard,€,Modern Cuisine,1,Chazelles-sur-Lyon,France,3,4911,,,,,,
1535,Fr√©d√©ric Doucet,€,Modern Cuisine,1,Charolles,France,4,3323,,,,,,
1536,Le Gavrinis,€,Modern Cuisine,1,Baden,France,3,16118,,,,,,
1537,Tentazioni,€,Italian,1,Bordeaux,France,3,260958,,,,,,
1538,Tour d'Argent,€,Modern Cuisine,1,Paris,France,4,5073,,,,,,
1539,La Ribaudi√®re,€,Modern Cuisine,1,Bourg-Charente,France,3,,,,,,,
1540,Maison Claude Darroze,€,Modern Cuisine,1,Langon,France,4,7102,,,,,,
1541,Apicius,€,Modern Cuisine,1,Clermont-Ferrand,France,4,147865,,,,,,
1542,La Table de Chaintr√©,€,Modern Cuisine,1,Chaintr√©,France,3,,,,,,,
1543,L'Atelier du Peintre,€,Creative,1,Colmar,France,3,65405,,,,,,
1544,Les Oliviers,€,Modern Cuisine,1,Bandol,France,4,8546,,,,,,
1545,Auguste,€,Modern Cuisine,1,Paris,France,4,5073,,,,,,
1546,Yam'Tcha,€,Creative,1,Paris,France,4,5073,,,,,,
1547,L'Anthocyane,€,Modern Cuisine,1,Lannion,France,3,21473,,,,,,
1548,Restaurant Girardin,€,Creative,1,Colmar,France,4,65405,,,,,,
1549,Les Rosiers,€,Modern Cuisine,1,Biarritz,France,3,33188,,,,,,
1550,Auberge Pom'Poire,€,Modern Cuisine,1,Azay-le-Rideau,France,3,3275,,,,,,
1551,La Table de L'Incomparable,€,Modern Cuisine,1,Tresserve,France,4,3303,,,,,,
1552,La Table d'Asten,€,Modern Cuisine,1,Binic,France,3,3272,,,,,,
1553,L'Abissiou,€,Modern Cuisine,1,Les Sables-d'Olonne,France,4,16105,,,,,,
1554,Rosmadec Le Moulin,€,Modern Cuisine,1,Pont-Aven,France,4,3129,,,,,,
1555,L'Atelier de Jo√´l Robuchon - St-Germain,€,Modern Cuisine,1,Paris,France,4,5073,,,,,,
1556,Bruno,€,Classic Cuisine,1,Lorgues,France,4,8237,,,,,,
1557,La Chapelle Saint-Martin,€,Modern Cuisine,1,Nieul,France,4,1385,,,,,,
1558,Auberge Frankenbourg,€,Modern Cuisine,1,La Vancelle,France,3,,,,,,,
1559,La Table du Boisniard,€,Creative,1,Chambretaud,France,3,1377,,,,,,
1560,Ch√¢teau de la Treyne,€,Classic Cuisine,1,Lacave,France,4,,,,,,,
1561,L'Or√©e de la For√™t,€,Modern Cuisine,1,√âtouy,France,4,,,,,,,
1562,J√©r√¥me Feck,€,Modern Cuisine,1,Ch√¢lons-en-Champagne,France,3,51257,,,,,,
1563,Guy Lassausaie,€,Modern Cuisine,1,Chasselay,France,3,2746,,,,,,
1564,Radio,€,Modern Cuisine,1,Chamali√®res,France,4,20298,,,,,,
1565,Le Pily,€,Creative,1,Cherbourg-en-Cotentin,France,3,,,,,,,
1566,L'Arnsbourg,€,Modern Cuisine,1,Baerenthal,France,3,,,,,,,
1567,Le Prince Noir - Vivien Durand,€,Modern Cuisine,1,Lormont,France,4,22636,,,,,,
1568,AT,€,Creative,1,Paris,France,4,5073,,,,,,
1569,Jean-Claude Leclerc,€,Modern Cuisine,1,Clermont-Ferrand,France,3,147865,,,,,,
1570,L'Ostal,€,Modern Cuisine,1,Clermont-Ferrand,France,4,147865,,,,,,
1571,Le Manoir du Lys,€,Modern Cuisine,1,Bagnoles-de-l'Orne,France,4,2454,,,,,,
1572,La Table des Fr√®res Ibarboure,€,Modern Cuisine,1,Bidart,France,4,5021,,,,,,
1573,La Vieille Fontaine,€,Modern Cuisine,1,Avignon,France,4,89769,,,,,,
1574,L'√âtang du Moulin,€,Modern Cuisine,1,Bonn√©tage,France,4,,,,,,,
1575,La Mirande,€,Modern Cuisine,1,Avignon,France,4,89769,,,,,,
1576,Pantagruel,€,Modern Cuisine,1,Paris,France,4,5073,,,,,,
1577,Le Grill,€,Classic Cuisine,1,Monaco,France,4,2470,,,,,,
1578,L'Embrun,€,Modern Cuisine,1,Brest,France,3,362641,,,,,,
1579,Automne,€,Modern Cuisine,1,Paris,France,4,5073,,,,,,
1580,Sources,€,Modern Cuisine,1,Lorient,France,3,58112,,,,,,
1581,CIBO,€,Modern Cuisine,1,Dijon,France,4,158002,,,,,,
1582,La Flibuste,€,Modern Cuisine,1,Villeneuve-Loubet,France,3,14354,,,,,,
1583,Don Juan II,€,Creative,1,Paris,France,4,5073,,,,,,
1584,Virtus,€,Modern Cuisine,1,Paris,France,4,5073,,,,,,
1585,Maison Nouvelle,€,Modern Cuisine,1,Bordeaux,France,4,260958,,,,,,
1586,Le Pavillon des Boulevards,€,Modern Cuisine,1,Bordeaux,France,4,260958,,,,,,
1587,Maison Desamy,€,Modern Cuisine,1,Mareuil-sur-Lay,France,2,,,,,,,
1588,Ch√¢teau d'Adom√©nil,€,Modern Cuisine,1,Lun√©ville,France,4,21582,,,,,,
1589,La Table de Castigno,€,Modern Cuisine,1,Assignan,France,3,,,,,,,
1590,Il Carpaccio,€,Italian,1,Paris,France,4,5073,,,,,,
1591,Le Relais de la Poste,€,Modern Cuisine,1,La Wantzenau,France,3,5765,,,,,,
1592,Yoshi,€,Japanese,1,Monaco,France,4,2470,,,,,,
1593,Les Funambules,€,Modern Cuisine,1,Strasbourg,France,3,274845,,,,,,
1594,La Table de l'Ours,€,Modern Cuisine,1,Val-d'Is√®re,France,4,1632,,,,,,
1595,Les Explorateurs - H√¥tel Pashmina,€,Modern Cuisine,1,Val-Thorens,France,4,,,,,,,
