Name	Price	Cuisine	Award	City	Country	Price Level
La Scène Thélème	€	Modern Cuisine	1	Paris	France	3
Le Passe Temps	€	Creative	1	Lyon	France	3
Pierre	€	Classic Cuisine	1	Mâcon	France	3
L'Odas	€	Creative	1	Rouen	France	3
Grand Hôtel du Lion d'Or	€	Modern Cuisine	1	Romorantin-Lanthenay	France	4
Le Grand Cerf	€	Classic Cuisine	1	Montchenot	France	4
Ima	€	Creative	1	Rennes	France	4
Rozó	€	Modern Cuisine	1	Marcq-en-Barœul	France	3
Rouge	€	Creative	1	Nîmes	France	4
La Table des Pères - Domaine du Château des Pères	€	Creative	1	Piré-Chancé	France	3
Arborescence	€	Creative	1	Croix	France	3
Ezia	€	Modern Cuisine	1	Montlivault	France	3
Château d'Origny	€	Modern Cuisine	1	Ouches	France	3
Villa9Trois	€	Modern Cuisine	1	Montreuil	France	3
Stéphane Tournié - Les Jardins de l'Opéra	€	Modern Cuisine	1	Toulouse	France	3
Le Fantin Latour - Stéphane Froidevaux	€	Creative	1	Grenoble	France	4
Clos du Cèdre	€	Modern Cuisine	1	Beaune	France	4
Briketenia	€	Modern Cuisine	1	Guéthary	France	3
Le Mas Bottero	€	Modern Cuisine	1	Saint-Cannat	France	3
Le Moulin de la Gorce	€	Classic Cuisine	1	La Roche-l'Abeille	France	4
Restaurant de la Loire	€	Modern Cuisine	1	Pouilly-sous-Charlieu	France	3
La Table du 11	€	Modern Cuisine	1	Versailles	France	4
Les Loges	€	Modern Cuisine	1	Lyon	France	4
Le Verbois	€	Modern Cuisine	1	Chantilly	France	4
L'Axel	€	Modern Cuisine	1	Fontainebleau	France	4
La Table de Patrick Raingeard	€	Modern Cuisine	1	Èze-Bord-de-Mer	France	4
La Marande	€	Modern Cuisine	1	Montbellet	France	3
La Pomme d'Api	€	Creative	1	Saint-Pol-de-Léon	France	4
Le Panoramique - Domaine de la Corniche	€	Modern Cuisine	1	Rolleboise	France	3
Le Sérac	€	Modern Cuisine	1	Saint-Gervais-les-Bains	France	3
Les Trois Soleils de Montal	€	Modern Cuisine	1	Saint-Céré	France	3
L'Arcane	€	Modern Cuisine	1	Paris	France	4
Maison Ronan Kervarrec	€	Modern Cuisine	1	Saint-Grégoire	France	4
Astrance	€	Creative	1	Paris	France	4
Le Bon Accueil	€	Modern Cuisine	1	Malbuisson	France	3
Le Village Tomohiro	€	Modern Cuisine	1	Marly-le-Roi	France	3
Jacques Faussat	€	Traditional Cuisine	1	Paris	France	3
Auberge du Pont d'Acigné	€	Modern Cuisine	1	Noyal-sur-Vilaine	France	3
Le Quincangrogne	€	Modern Cuisine	1	Dampmart	France	3
L'Or Q'idée	€	Modern Cuisine	1	Pontoise	France	4
Albert 1er	€	Modern Cuisine	1	Chamonix-Mont-Blanc	France	4
Le 1862 - Les Glycines	€	Modern Cuisine	1	Les Eyzies-de-Tayac-Sireuil	France	4
Auberge de la Mine	€	Modern Cuisine	1	La Ferrière-aux-Étangs	France	3
Le Hittau	€	Modern Cuisine	1	Saint-Vincent-de-Tyrosse	France	3
L'Aquarelle	€	Creative	1	Breuillet	France	3
La Table de Cédric Béchade - L'Auberge Basque	€	Creative	1	Saint-Pée-sur-Nivelle	France	4
Le Gindreau	€	Creative	1	Saint-Médard	France	4
Logis de la Cadène	€	Modern Cuisine	1	Saint-Emilion	France	4
Frédéric Simonin	€	Modern Cuisine	1	Paris	France	4
Au Vieux Couvent	€	Creative	1	Rhinau	France	4
Le Gourmet de Sèze	€	Classic Cuisine	1	Lyon	France	3
L'Auberge de Bagatelle	€	Modern Cuisine	1	Le Mans	France	3
Au 14 Février	€	Creative	1	Lyon	France	4
La Table d'Hôtes - La Rôtisserie du Chambertin	€	Modern Cuisine	1	Gevrey-Chambertin	France	4
La Licorne Royale	€	Modern Cuisine	1	Lyons-la-Forêt	France	4
Maison Ruffet - Villa Navarre	€	Modern Cuisine	1	Pau	France	4
Têtedoie	€	Creative	1	Lyon	France	4
Château du Mont Joly	€	Modern Cuisine	1	Sampans	France	4
Ô Flaveurs	€	Modern Cuisine	1	Douvaine	France	4
La Chaumière	€	Creative	1	Dole	France	4
La Rotonde des Trésoms	€	Modern Cuisine	1	Annecy	France	3
À Contre Sens	€	Modern Cuisine	1	Caen	France	3
Jean-Marc Pérochon	€	Modern Cuisine	1	Bretignolles-sur-Mer	France	3
Maison Tiegezh	€	Modern Cuisine	1	Guer	France	3
La Grande Cascade	€	Modern Cuisine	1	Paris	France	4
Maximin Hellio	€	Modern Cuisine	1	Deauville	France	4
Le Prieuré	€	Modern Cuisine	1	Ambierle	France	3
Le Saint-Estève	€	Modern Cuisine	1	Le Tholonet	France	4
Les Genêts	€	Creative	1	Brem-sur-Mer	France	3
Nicolas Carro - Hôtel de Carantec	€	Modern Cuisine	1	Carantec	France	4
Nomicos	€	Modern Cuisine	1	Paris	France	4
Neige d'Été	€	Creative	1	Paris	France	4
Le Chiberta	€	Modern Cuisine	1	Paris	France	4
Sushi B	€	Japanese	1	Paris	France	4
Shang Palace	€	Chinese	1	Paris	France	4
Saisons	€	Modern Cuisine	1	Écully	France	4
Le Lièvre Gourmand	€	Creative	1	Orléans	France	3
L'O des Vignes	€	Modern Cuisine	1	Fuissé	France	3
Château Eza	€	Modern Cuisine	1	Èze	France	4
Toya	€	Creative	1	Faulquemont	France	4
Pages	€	Creative	1	Paris	France	4
Le Chiquito	€	Classic Cuisine	1	Méry-sur-Oise	France	3
Racines	€	Modern Cuisine	1	Rennes	France	3
Prairial	€	Modern Cuisine	1	Lyon	France	3
Le Jardin des Plumes	€	Creative	1	Giverny	France	4
L'Oustalet	€	Modern Cuisine	1	Gigondas	France	3
La Petite Maison de Cucuron	€	Classic Cuisine	1	Cucuron	France	3
Le Pourquoi Pas	€	Modern Cuisine	1	Dinard	France	3
Le Figuier de Saint-Esprit	€	Provençal	1	Antibes	France	4
La Closerie	€	Traditional Cuisine	1	Ansouis	France	3
Mickaël Féval	€	Modern Cuisine	1	Aix-en-Provence	France	3
René' Sens	€	Traditional Cuisine	1	La Cadière-d'Azur	France	3
En Pleine Nature	€	Modern Cuisine	1	Quint-Fonsegrives	France	3
La Gouesnière - Maison Tirel-Guérin	€	Modern Cuisine	1	Saint-Méloir-des-Ondes	France	3
Les Ducs de Lorraine	€	Modern Cuisine	1	Epinal	France	4
La Palmeraie - Château de Valmer	€	Modern Cuisine	1	La Croix-Valmer	France	4
Le Relais des Moines	€	Modern Cuisine	1	Les Arcs	France	3
Le Belvédère	€	Modern Cuisine	1	Bozouls	France	3
L'Aparté	€	Modern Cuisine	1	Montrabé	France	3
Le Donjon - Domaine Saint-Clair	€	Modern Cuisine	1	Etretat	France	3
A Casa di Mà	€	Modern Cuisine	1	Lumio	France	4
La Renaissance	€	Modern Cuisine	1	Argentan	France	3
Les Pêcheurs	€	Mediterranean Cuisine	1	Antibes	France	4
Restaurant Julien Binz	€	Modern Cuisine	1	Ammerschwihr	France	4
Les Terrasses de Lyon	€	Modern Cuisine	1	Lyon	France	4
Fontevraud Le Restaurant	€	Creative	1	Fontevraud-l'Abbaye	France	3
La Table de la Mainaz	€	Modern Cuisine	1	Gex	France	4
Auberge de la Brie	€	Modern Cuisine	1	Couilly-Pont-aux-Dames	France	3
Origine	€	Modern Cuisine	1	Dijon	France	3
Le Moulin de l'Abbaye	€	Modern Cuisine	1	Brantôme	France	4
Ô Saveurs	€	Modern Cuisine	1	Rouffiac-Tolosan	France	3
Umami	€	Creative	1	Strasbourg	France	3
Atmosphères	€	Creative	1	Le Bourget-du-Lac	France	4
Le Farçon	€	Modern Cuisine	1	Courchevel	France	3
Le P'tit Polyte	€	Modern Cuisine	1	Les Deux-Alpes	France	4
Nakatani	€	Modern Cuisine	1	Paris	France	4
Au Gourmet	€	Modern Cuisine	1	Drusenheim	France	3
La Chassagnette	€	Creative	1	Le Sambuc	France	4
La Gourmandière - La Table d'Olivier	€	Modern Cuisine	1	Vannes	France	3
Le Haut-Allier	€	Modern Cuisine	1	Alleyras	France	3
La Barbacane	€	Classic Cuisine	1	Carcassonne	France	3
Ivan Vautier	€	Modern Cuisine	1	Caen	France	3
Septime	€	Modern Cuisine	1	Paris	France	4
Pur' - Jean-François Rouquette	€	Creative	1	Paris	France	4
L'Arôme	€	Modern Cuisine	1	Paris	France	4
Le Clair de la Plume	€	Modern Cuisine	1	Grignan	France	4
Les Fresques - Hôtel Royal	€	Modern Cuisine	1	Évian-les-Bains	France	4
Auberge du Cep	€	Modern Cuisine	1	Fleurie	France	3
Château de Courban	€	Modern Cuisine	1	Courban	France	4
Loiseau des Ducs	€	Modern Cuisine	1	Dijon	France	4
La Table Breizh Café	€	Modern Cuisine	1	Cancale	France	4
Auberge de l'Abbaye	€	Modern Cuisine	1	Ambronay	France	3
Le Puits du Trésor	€	Modern Cuisine	1	Lastours	France	3
Le Duèze - Château de Mercuès	€	Modern Cuisine	1	Mercuès	France	4
Côté Cuisine	€	Modern Cuisine	1	Carnac	France	3
La Condesa	€	Creative	1	Paris	France	4
Comice	€	Modern Cuisine	1	Paris	France	4
Qui Plume la Lune	€	Modern Cuisine	1	Paris	France	4
L'Orangerie	€	Modern Cuisine	1	Paris	France	4
Le George	€	Italian	1	Paris	France	4
Helen	€	Seafood	1	Paris	France	4
Lucas Carton	€	Modern Cuisine	1	Paris	France	4
Le Colombier	€	Modern Cuisine	1	Offranville	France	3
Auberge de la Charme	€	Creative	1	Prenois	France	3
Château de Pray	€	Modern Cuisine	1	Amboise	France	3
L'Esquisse	€	Modern Cuisine	1	Annecy	France	3
Pierre Reboul	€	Creative	1	Aix-en-Provence	France	4
Apicius	€	Modern Cuisine	1	Paris	France	4
Restaurant H	€	Creative	1	Paris	France	3
La Table d'Olivier	€	Modern Cuisine	1	Brive-la-Gaillarde	France	3
L'Émulsion	€	Modern Cuisine	1	Saint-Alban-de-Roche	France	3
ASPIC	€	Modern Cuisine	1	Paris	France	4
Ze Kitchen Galerie	€	Creative	1	Paris	France	4
Alan Geaam	€	Creative	1	Paris	France	4
Relais Louis XIII	€	Classic Cuisine	1	Paris	France	4
Yoshinori	€	Modern Cuisine	1	Paris	France	4
Armani Ristorante	€	Italian	1	Paris	France	4
Le Jardin de Berne	€	Modern Cuisine	1	Lorgues	France	4
La Table - Hôtel Clarance	€	Modern Cuisine	1	Lille	France	4
Au 14 Février	€	Modern Cuisine	1	Saint-Valentin	France	4
Le Grand Cap	€	Modern Cuisine	1	Leucate	France	3
L'Atelier Yssoirien	€	Creative	1	Issoire	France	3
La Passagère - Hôtel Belles Rives	€	Creative	1	Juan-les-Pins	France	4
Hostellerie la Montagne	€	Modern Cuisine	1	Colombey-les-Deux-Églises	France	3
Alain Llorca	€	Provençal	1	La Colle-sur-Loup	France	4
La Bonne Étape	€	Provençal	1	Château-Arnoux-Saint-Auban	France	4
Ed.Em	€	Modern Cuisine	1	Chassagne-Montrachet	France	4
Château de Vault-de-Lugny	€	Modern Cuisine	1	Vault-de-Lugny	France	4
Le Saint-James	€	Modern Cuisine	1	Bouliac	France	4
L'Oiseau Bleu	€	Modern Cuisine	1	Bordeaux	France	3
Le Val d'Auge	€	Modern Cuisine	1	Bondues	France	3
Alchémille	€	Creative	1	Kaysersberg	France	4
La Table de Nans	€	Mediterranean Cuisine	1	La Ciotat	France	3
Hostellerie de la Pointe Saint-Mathieu	€	Modern Cuisine	1	Plougonvelin	France	3
Le Patio	€	Modern Cuisine	1	Arcachon	France	3
Les Climats	€	Modern Cuisine	1	Paris	France	4
Granit - La Mécanique des Frères Bonano	€	Modern Cuisine	1	Colombières-sur-Orb	France	3
Soléna	€	Modern Cuisine	1	Bordeaux	France	4
L'Aupiho - Domaine de Manville	€	Modern Cuisine	1	Les Baux-de-Provence	France	4
Lamartine	€	Modern Cuisine	1	Le Bourget-du-Lac	France	3
Louis	€	Modern Cuisine	1	Paris	France	4
Quinsou	€	Creative	1	Paris	France	4
Pertinence	€	Modern Cuisine	1	Paris	France	4
Frenchie	€	Modern Cuisine	1	Paris	France	4
Benoit	€	Classic Cuisine	1	Paris	France	3
La Dame de Pic	€	Creative	1	Paris	France	4
L'Écrin	€	Creative	1	Paris	France	4
114, Faubourg	€	Modern Cuisine	1	Paris	France	4
ERH	€	Modern Cuisine	1	Paris	France	4
L'Atelier de Joël Robuchon - Étoile	€	Creative	1	Paris	France	4
Le Jules Verne	€	Modern Cuisine	1	Paris	France	4
Alliance	€	Modern Cuisine	1	Paris	France	4
Chez Michèle	€	Modern Cuisine	1	Languimberg	France	3
Le Vivier	€	Modern Cuisine	1	L'Isle-sur-la-Sorgue	France	3
Château Blanchard	€	Modern Cuisine	1	Chazelles-sur-Lyon	France	3
Frédéric Doucet	€	Modern Cuisine	1	Charolles	France	4
Le Gavrinis	€	Modern Cuisine	1	Baden	France	3
Tentazioni	€	Italian	1	Bordeaux	France	3
Tour d'Argent	€	Modern Cuisine	1	Paris	France	4
La Ribaudière	€	Modern Cuisine	1	Bourg-Charente	France	3
Maison Claude Darroze	€	Modern Cuisine	1	Langon	France	4
Apicius	€	Modern Cuisine	1	Clermont-Ferrand	France	4
La Table de Chaintré	€	Modern Cuisine	1	Chaintré	France	3
L'Atelier du Peintre	€	Creative	1	Colmar	France	3
Les Oliviers	€	Modern Cuisine	1	Bandol	France	4
Auguste	€	Modern Cuisine	1	Paris	France	4
Yam'Tcha	€	Creative	1	Paris	France	4
L'Anthocyane	€	Modern Cuisine	1	Lannion	France	3
Restaurant Girardin	€	Creative	1	Colmar	France	4
Les Rosiers	€	Modern Cuisine	1	Biarritz	France	3
Auberge Pom'Poire	€	Modern Cuisine	1	Azay-le-Rideau	France	3
La Table de L'Incomparable	€	Modern Cuisine	1	Tresserve	France	4
La Table d'Asten	€	Modern Cuisine	1	Binic	France	3
L'Abissiou	€	Modern Cuisine	1	Les Sables-d'Olonne	France	4
Rosmadec Le Moulin	€	Modern Cuisine	1	Pont-Aven	France	4
L'Atelier de Joël Robuchon - St-Germain	€	Modern Cuisine	1	Paris	France	4
Bruno	€	Classic Cuisine	1	Lorgues	France	4
La Chapelle Saint-Martin	€	Modern Cuisine	1	Nieul	France	4
Auberge Frankenbourg	€	Modern Cuisine	1	La Vancelle	France	3
La Table du Boisniard	€	Creative	1	Chambretaud	France	3
Château de la Treyne	€	Classic Cuisine	1	Lacave	France	4
L'Orée de la Forêt	€	Modern Cuisine	1	Étouy	France	4
Jérôme Feck	€	Modern Cuisine	1	Châlons-en-Champagne	France	3
Guy Lassausaie	€	Modern Cuisine	1	Chasselay	France	3
Radio	€	Modern Cuisine	1	Chamalières	France	4
Le Pily	€	Creative	1	Cherbourg-en-Cotentin	France	3
L'Arnsbourg	€	Modern Cuisine	1	Baerenthal	France	3
Le Prince Noir - Vivien Durand	€	Modern Cuisine	1	Lormont	France	4
AT	€	Creative	1	Paris	France	4
Jean-Claude Leclerc	€	Modern Cuisine	1	Clermont-Ferrand	France	3
L'Ostal	€	Modern Cuisine	1	Clermont-Ferrand	France	4
Le Manoir du Lys	€	Modern Cuisine	1	Bagnoles-de-l'Orne	France	4
La Table des Frères Ibarboure	€	Modern Cuisine	1	Bidart	France	4
La Vieille Fontaine	€	Modern Cuisine	1	Avignon	France	4
L'Étang du Moulin	€	Modern Cuisine	1	Bonnétage	France	4
La Mirande	€	Modern Cuisine	1	Avignon	France	4
Pantagruel	€	Modern Cuisine	1	Paris	France	4
Le Grill	€	Classic Cuisine	1	Monaco	France	4
L'Embrun	€	Modern Cuisine	1	Brest	France	3
Automne	€	Modern Cuisine	1	Paris	France	4
Sources	€	Modern Cuisine	1	Lorient	France	3
CIBO	€	Modern Cuisine	1	Dijon	France	4
La Flibuste	€	Modern Cuisine	1	Villeneuve-Loubet	France	3
Don Juan II	€	Creative	1	Paris	France	4
Virtus	€	Modern Cuisine	1	Paris	France	4
Maison Nouvelle	€	Modern Cuisine	1	Bordeaux	France	4
Le Pavillon des Boulevards	€	Modern Cuisine	1	Bordeaux	France	4
Maison Desamy	€	Modern Cuisine	1	Mareuil-sur-Lay	France	2
Château d'Adoménil	€	Modern Cuisine	1	Lunéville	France	4
La Table de Castigno	€	Modern Cuisine	1	Assignan	France	3
Il Carpaccio	€	Italian	1	Paris	France	4
Le Relais de la Poste	€	Modern Cuisine	1	La Wantzenau	France	3
Yoshi	€	Japanese	1	Monaco	France	4
Les Funambules	€	Modern Cuisine	1	Strasbourg	France	3
La Table de l'Ours	€	Modern Cuisine	1	Val-d'Isère	France	4
Les Explorateurs - Hôtel Pashmina	€	Modern Cuisine	1	Val-Thorens	France	4
Michel Trama	€	Creative	1	Puymirol	France	4
La Source	€	Modern Cuisine	1	Saint-Galmier	France	3
Le 1825 - La Table	€	Modern Cuisine	1	Gesté	France	3
Vincent Favre Félix	€	Creative	1	Annecy	France	4
Le Vieux Logis	€	Modern Cuisine	1	Trémolat	France	4
Pollen	€	Creative	1	Avignon	France	4
Maison Caillet	€	Creative	1	Valmont	France	3
La Tête en l'air	€	Creative	1	Vannes	France	3
Le Foch	€	Modern Cuisine	1	Reims	France	3
Maison Chenet - Entre Vigne et Garrigue	€	Modern Cuisine	1	Pujaut	France	4
Oxte	€	Mexican	1	Paris	France	4
Auberge Saint-Walfrid	€	Classic Cuisine	1	Sarreguemines	France	4
Le Mascaret	€	Modern Cuisine	1	Blainville-sur-Mer	France	3
Villa Pinewood	€	Creative	1	Payrin-Augmontel	France	3
Lait Thym Sel	€	Creative	1	Angers	France	3
Pureté	€	Modern Cuisine	1	Lille	France	3
Granite	€	Modern Cuisine	1	Paris	France	4
Guillaume Scheer - Les Plaisirs Gourmands	€	Modern Cuisine	1	Schiltigheim	France	3
Sylvestre Wahid - Les Grandes Alpes	€	Creative	1	Courchevel	France	4
La Table Mirasol	€	Modern Cuisine	1	Mont-de-Marsan	France	3
Hélène Darroze à Villa La Coste	€	Modern Cuisine	1	Le Puy-Sainte-Réparade	France	4
Jardin des Sens	€	Modern Cuisine	1	Montpellier	France	4
Les Agitateurs	€	Creative	1	Nice	France	4
La Dune du Château de Sable	€	Modern Cuisine	1	Porspoder	France	4
Baieta	€	Mediterranean Cuisine	1	Paris	France	4
Substance	€	Creative	1	Paris	France	4
Les Chemins - Domaine de Primard	€	Modern Cuisine	1	Guainville	France	4
Contraste	€	Modern Cuisine	1	Paris	France	4
La Chabotterie	€	Modern Cuisine	1	Montréverd	France	3
Anne	€	Modern Cuisine	1	Paris	France	4
Restaurant de Tourrel	€	Modern Cuisine	1	Saint-Rémy-de-Provence	France	4
Les Foudres	€	Modern Cuisine	1	Cognac	France	3
Flaveurs	€	Modern Cuisine	1	Valence	France	3
Kasbür	€	Modern Cuisine	1	Monswiller	France	3
Le Sénéchal	€	Modern Cuisine	1	Sauveterre-de-Rouergue	France	4
Maison Decoret	€	Modern Cuisine	1	Vichy	France	4
La Madeleine	€	Modern Cuisine	1	Sens	France	4
Numéro 3	€	Modern Cuisine	1	Le Tremblay-sur-Mauldre	France	3
Le Raisin	€	Modern Cuisine	1	Pont-de-Vaux	France	3
Le Corot	€	Creative	1	Ville-d'Avray	France	4
L'Essentiel	€	Modern Cuisine	1	Périgueux	France	3
Gordon Ramsay au Trianon	€	Creative	1	Versailles	France	4
Le Favori - Les Sources de Cheverny	€	Modern Cuisine	1	Cheverny	France	4
Auberge de Montfleury	€	Modern Cuisine	1	Saint-Germain	France	3
Le Refuge des Gourmets	€	Modern Cuisine	1	Machilly	France	3
Nature	€	Modern Cuisine	1	Armentières	France	3
Dan B.	€	Modern Cuisine	1	Ventabren	France	4
La Cachette	€	Creative	1	Valence	France	3
Récif - Les Roches Rouges	€	Provençal	1	Saint-Raphaël	France	4
Frédéric Molina au Moulin de Léré	€	Modern Cuisine	1	Vailly	France	4
Les Belles Perdrix de Troplong Mondot	€	Modern Cuisine	1	Saint-Emilion	France	4
Jean Imbert au Plaza Athénée	€	Classic Cuisine	1	Paris	France	4
Le Georges	€	Modern Cuisine	1	Chartres	France	4
NESO	€	Creative	1	Paris	France	4
La Table d'Uzès	€	Modern Cuisine	1	Uzès	France	3
Avel Vor	€	Modern Cuisine	1	Port-Louis	France	3
Allium	€	Creative	1	Quimper	France	3
Auberge du Pont	€	Modern Cuisine	1	Pont-du-Château	France	3
Divellec	€	Seafood	1	Paris	France	4
Trente-Trois	€	Modern Cuisine	1	Paris	France	3
La Table de La Butte	€	Modern Cuisine	1	Plouider	France	4
Villa de l'Étang Blanc	€	Modern Cuisine	1	Seignosse	France	3
Akrame	€	Creative	1	Paris	France	4
La Chapelle - Château Saint-Jean	€	Modern Cuisine	1	Montluçon	France	4
Miraflores	€	Peruvian	1	Lyon	France	4
Aida	€	Japanese	1	Paris	France	4
Thierry Schwartz - Le Restaurant	€	Creative	1	Obernai	France	4
La Magdeleine - Mathias Dandine	€	Mediterranean Cuisine	1	Gémenos	France	4
Villa Salone	€	Modern Cuisine	1	Salon-de-Provence	France	3
La Promenade	€	Modern Cuisine	1	Le Petit-Pressigny	France	3
Les Hauts de Loire	€	Classic Cuisine	1	Onzain	France	4
L'Éveil des Sens	€	Modern Cuisine	1	Mayenne	France	3
Alcyone	€	Mediterranean Cuisine	1	Marseille	France	4
La Signoria	€	Modern Cuisine	1	Calvi	France	4
La Table de l'Alpaga	€	Modern Cuisine	1	Megève	France	4
Le Faham by Kelly Rangama	€	Modern Cuisine	1	Paris	France	3
Colette	€	Modern Cuisine	1	Saint-Tropez	France	4
MoSuke	€	Modern Cuisine	1	Paris	France	4
LuluRouget	€	Modern Cuisine	1	Nantes	France	3
Leclere	€	Modern Cuisine	1	Montpellier	France	3
Faventia	€	Modern Cuisine	1	Tourrettes	France	4
Les Reflets	€	Modern Cuisine	1	La Roche-sur-Yon	France	3
Le Kléber - La Maison Bonnet	€	Modern Cuisine	1	Grane	France	3
Lasserre	€	Classic Cuisine	1	Paris	France	4
Rustique	€	Creative	1	Lyon	France	3
En Marge	€	Modern Cuisine	1	Aureville	France	4
Shabour	€	Creative	1	Paris	France	4
La Huchette	€	Modern Cuisine	1	Replonges	France	3
Quai des Saveurs	€	Modern Cuisine	1	Hagondange	France	3
Anona	€	Modern Cuisine	1	Paris	France	3
Maison Hache	€	Provençal	1	Eygalières	France	4
JAN	€	Creative	1	Nice	France	4
L'Aromate	€	Modern Cuisine	1	Nice	France	4
Le Manoir de la Régate	€	Modern Cuisine	1	Nantes	France	3
L'Atlantide 1874 - Maison Guého	€	Modern Cuisine	1	Nantes	France	3
Restaurant De Lauzun	€	Modern Cuisine	1	Pézenas	France	3
Ekaitza	€	Modern Cuisine	1	Ciboure	France	3
Vieux Pont	€	Modern Cuisine	1	Belcastel	France	3
Le Restaurant des Rois - La Réserve de Beaulieu	€	Modern Cuisine	1	Beaulieu-sur-Mer	France	4
Jérôme Nutile	€	Modern Cuisine	1	Nîmes	France	4
Le Chantecler	€	Modern Cuisine	1	Nice	France	4
La Réserve Rimbaud	€	Modern Cuisine	1	Montpellier	France	3
Les Sources de Fontbelle	€	Creative	1	Angoulême	France	4
L'Arbre au Soleil	€	Modern Cuisine	1	Le Lavandou	France	3
Skab	€	Modern Cuisine	1	Nîmes	France	4
La Bastide de Moustiers	€	Provençal	1	Moustiers-Sainte-Marie	France	3
La Nouvelle Auberge	€	Modern Cuisine	1	Wihr-au-Val	France	3
La Robe	€	Modern Cuisine	1	Montaigu	France	3
Les Clefs d'Argent	€	Creative	1	Mont-de-Marsan	France	3
Hedone	€	Creative	1	Toulouse	France	4
Le Royal	€	Creative	1	Champillon	France	4
Aux Terrasses	€	Modern Cuisine	1	Tournus	France	3
Le Sergent Recruteur	€	Modern Cuisine	1	Paris	France	4
Signature	€	Modern Cuisine	1	Marseille	France	4
Solstice	€	Modern Cuisine	1	Paris	France	4
Pastis Restaurant	€	Modern Cuisine	1	Montpellier	France	3
Pavyllon	€	Modern Cuisine	1	Paris	France	4
L'Ekrin by Laurent Azoulay	€	Modern Cuisine	1	Méribel	France	4
Les Trois Rochers	€	Modern Cuisine	1	Combrit	France	3
Le Charlemagne	€	Creative	1	Pernand-Vergelesses	France	4
Holen	€	Farm to table	1	Rennes	France	3
Le Restaurant du Cerisier	€	Creative	1	Lille	France	4
Le 7ème Continent	€	Modern Cuisine	1	Rixheim	France	4
L'Aspérule	€	Modern Cuisine	1	Dijon	France	3
La Galinette	€	Creative	1	Perpignan	France	3
Le Petit Hôtel du Grand Large	€	Modern Cuisine	1	Saint-Pierre-Quiberon	France	4
Le Cerf	€	Modern Cuisine	1	Marlenheim	France	4
La Tour des Vents	€	Modern Cuisine	1	Monbazillac	France	3
Les Fresques - Château des Vigiers	€	Modern Cuisine	1	Monestier	France	3
Äponem - Auberge du Presbytère	€	Modern Cuisine	1	Vailhan	France	4
Hostellerie de Levernois	€	Modern Cuisine	1	Levernois	France	4
La Grange de Belle-Église	€	Classic Cuisine	1	Belle-Église	France	3
Intuition	€	Modern Cuisine	1	Saint-Lô	France	3
Ursus	€	Creative	1	Tignes	France	4
Le Bénaton	€	Modern Cuisine	1	Beaune	France	4
Le Pot d'Étain	€	Modern Cuisine	1	Danjoutin	France	3
OKA	€	Creative	1	Paris	France	4
Haut Bonheur de la Table	€	Modern Cuisine	1	Cassel	France	2
La Sommelière	€	Modern Cuisine	1	Lyon	France	3
Auberge Grand'Maison	€	Traditional Cuisine	1	Mûr-de-Bretagne	France	3
Moulin de la Tardoire	€	Modern Cuisine	1	Montbron	France	3
La Mutinerie	€	Creative	1	Lyon	France	3
Auberge Nicolas Flamel	€	Modern Cuisine	1	Paris	France	4
Auberge de la Tour	€	Modern Cuisine	1	Marcolès	France	4
Une Table, au Sud	€	Modern Cuisine	1	Marseille	France	4
Saisons	€	Modern Cuisine	1	Marseille	France	3
Le Carmin	€	Modern Cuisine	1	Beaune	France	4
La Table de Philippe Girardon	€	Modern Cuisine	1	Chonas-l'Amballan	France	4
Auberge au Bœuf	€	Modern Cuisine	1	Sessenheim	France	3
Ambroisie	€	Modern Cuisine	1	Saint-Didier-de-la-Tour	France	4
L'Épuisette	€	Seafood	1	Marseille	France	4
Ogata	€	Japanese	1	Paris	France	4
La Liégeoise	€	Modern Cuisine	1	Wimereux	France	3
Accents Table Bourse	€	Modern Cuisine	1	Paris	France	3
Le Jardin Secret	€	Modern Cuisine	1	La Wantzenau	France	3
Michel Sarran	€	Creative	1	Toulouse	France	4
Buerehiesel	€	Modern Cuisine	1	Strasbourg	France	4
Au Déjeuner de Sousceyrac	€	Classic Cuisine	1	Sousceyrac-en-Quercy	France	2
La Table d'Aurélien Largeau	€	Modern Cuisine	1	Biarritz	France	4
Au Crocodile	€	Classic Cuisine	1	Strasbourg	France	4
Le Cénacle	€	Modern Cuisine	1	Toulouse	France	3
Noni	€	Modern Cuisine	1	Valletta	Malta	4
De Mondion	€	Modern Cuisine	1	Mdina	Malta	4
Under Grain	€	Modern Cuisine	1	Valletta	Malta	3
ION Harbour by Simon Rogan	€	Mediterranean Cuisine	1	Valletta	Malta	4
[aend]	€	Modern Cuisine	1	Vienna	Austria	4
Pramerl & the Wolf	€	Creative	1	Vienna	Austria	4
The Glass Garden	€	Modern Cuisine	1	Salzburg	Austria	3
Kilian Stuba	€	Creative	1	Hirschegg	Austria	4
Signature	฿	French	1	Bangkok	Thailand	3
Baan Tepa	฿	Thai contemporary	1	Bangkok	Thailand	4
Maison Dunand	฿	French Contemporary	1	Bangkok	Thailand	4
Sushi Masato	฿	Sushi	1	Bangkok	Thailand	4
Methavalai Sorndaeng	฿	Thai	1	Bangkok	Thailand	2
Elements, Inspired by Ciel Bleu	฿	French Contemporary	1	Bangkok	Thailand	4
Le Du	฿	Thai contemporary	1	Bangkok	Thailand	3
Blue by Alain Ducasse	฿	French Contemporary	1	Bangkok	Thailand	4
